_MEMBER_0.1 uM,_MEMBER_10 uM,_MEMBER_100 uM,_LogP_0.1 uM,_LogP_10 uM,_LogP_100 uM,GO,_PATTERN_,_RANK_,GiniIndex,#GeneInGO,#GeneInGOAndHitList,#GeneInHitList,#TotalGeneInLibrary,%InGO,Category,CategoryID,Description,Enrichment,GeneID,Hits,Log(q-value),LogP,PARENT_GO,STDV %InGO,Z-score,EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
0,0,1,0.0,0.0,-2.0486465567601195,GO:0060911,M001,1,0,14,3,889,27994,0.3374578177727784,GO Biological Processes,19,cardiac cell fate commitment,6.747710107665113,6926|64321|406981,TBX3|SOX17|MIR19B2,-0.6743435699421148,-2.0486465567601195,19_GO:0032502 developmental process,0.194502347294131,3.895703678092611,0,51,0,0,-3.7398563724035148,12.595725534308212,
0,0,1,0.0,0.0,-2.632937551259175,GO:0006611,M001,1,0,184,27,1961,27994,1.3768485466598674,GO Biological Processes,19,protein export from nucleus,2.0947553377824093,580|2810|4869|6430|6830|7157|9775|9972|10250|10482|10541|10762|23049|23212|26097|29072|29118|51362|51496|54888|55341|57154|65083|79023|80145|91746|92335,BARD1|SFN|NPM1|SRSF5|SUPT6H|TP53|EIF4A3|NUP153|SRRM1|NXF1|ANP32B|NUP50|SMG1|RRS1|CHTOP|SETD2|DDX25|CDC40|CTDSPL2|NSUN2|LSG1|SMURF1|NOL6|NUP37|THOC7|YTHDC1|STRADA,-1.3841393343798574,-3.677316040257823,19_GO:0051179 localization,0.2631441541573435,4.089092154237877,0,52,1,1,-3.677316040257823,13.495420215330226,
1,0,1,-2.0439945629171534,0.0,-2.312349317709445,GO:0006913,M101,2,0,354,42,1961,27994,2.141764405915349,GO Biological Processes,19,nucleocytoplasmic transport,1.6936879316156577,580|2810|3717|3840|4659|4869|5295|5371|6430|6606|6608|6632|6636|6830|7157|9679|9775|9972|10250|10482|10541|10553|10628|10762|11218|23049|23212|23534|26097|29072|29118|51362|51496|54888|55341|57154|60468|65083|79023|80145|91746|92335,BARD1|SFN|JAK2|KPNA4|PPP1R12A|NPM1|PIK3R1|PML|SRSF5|SMN1|SMO|SNRPD1|SNRPF|SUPT6H|TP53|FAM53B|EIF4A3|NUP153|SRRM1|NXF1|ANP32B|HTATIP2|TXNIP|NUP50|DDX20|SMG1|RRS1|TNPO3|CHTOP|SETD2|DDX25|CDC40|CTDSPL2|NSUN2|LSG1|SMURF1|BACH2|NOL6|NUP37|THOC7|YTHDC1|STRADA,-1.1160943602891198,-3.2293533992583514,19_GO:0051179 localization,0.32692320061912716,3.6049409923390603,0,52,0,0,-3.677316040257823,13.495420215330226,
1,0,1,-2.0154068517827595,0.0,-2.2713597160861916,GO:0051169,M101,2,0,357,42,1961,27994,2.141764405915349,GO Biological Processes,19,nuclear transport,1.6794552599214085,580|2810|3717|3840|4659|4869|5295|5371|6430|6606|6608|6632|6636|6830|7157|9679|9775|9972|10250|10482|10541|10553|10628|10762|11218|23049|23212|23534|26097|29072|29118|51362|51496|54888|55341|57154|60468|65083|79023|80145|91746|92335,BARD1|SFN|JAK2|KPNA4|PPP1R12A|NPM1|PIK3R1|PML|SRSF5|SMN1|SMO|SNRPD1|SNRPF|SUPT6H|TP53|FAM53B|EIF4A3|NUP153|SRRM1|NXF1|ANP32B|HTATIP2|TXNIP|NUP50|DDX20|SMG1|RRS1|TNPO3|CHTOP|SETD2|DDX25|CDC40|CTDSPL2|NSUN2|LSG1|SMURF1|BACH2|NOL6|NUP37|THOC7|YTHDC1|STRADA,-1.08736820672647,-3.1550398986581185,19_GO:0051179 localization,0.32692320061912716,3.546099632549346,0,52,0,0,-3.677316040257823,13.495420215330226,
0,0,1,0.0,0.0,-3.0385370757005123,GO:0071426,M001,1,0,130,20,1961,27994,1.0198878123406425,GO Biological Processes,19,ribonucleoprotein complex export from nucleus,2.1962107245126115,4869|6430|6830|9775|9972|10250|10482|10762|23049|23212|26097|29072|29118|51362|54888|55341|65083|79023|80145|91746,NPM1|SRSF5|SUPT6H|EIF4A3|NUP153|SRRM1|NXF1|NUP50|SMG1|RRS1|CHTOP|SETD2|DDX25|CDC40|NSUN2|LSG1|NOL6|NUP37|THOC7|YTHDC1,-1.0834857387288113,-3.1419391581599707,19_GO:0051179 localization,0.22688792067638658,3.7519673190690237,0,52,0,0,-3.677316040257823,13.495420215330226,
0,0,1,0.0,0.0,-3.0092695347999627,GO:0071166,M001,1,0,131,20,1961,27994,1.0198878123406425,GO Biological Processes,19,ribonucleoprotein complex localization,2.17944575714992,4869|6430|6830|9775|9972|10250|10482|10762|23049|23212|26097|29072|29118|51362|54888|55341|65083|79023|80145|91746,NPM1|SRSF5|SUPT6H|EIF4A3|NUP153|SRRM1|NXF1|NUP50|SMG1|RRS1|CHTOP|SETD2|DDX25|CDC40|NSUN2|LSG1|NOL6|NUP37|THOC7|YTHDC1,-1.06024949348992,-3.0990086049380925,19_GO:0051179 localization,0.22688792067638658,3.713651043880159,0,52,0,0,-3.677316040257823,13.495420215330226,
0,0,1,0.0,0.0,-2.9934782598584726,GO:0010793,M001,1,0,7,3,889,27994,0.3374578177727784,GO Biological Processes,19,regulation of mRNA export from nucleus,13.495420215330226,6830|29072|54888,SUPT6H|SETD2|NSUN2,-1.0611510107639588,-2.9934782598584726,19_GO:0051179 localization,0.194502347294131,5.987873387573458,0,52,0,0,-3.677316040257823,13.495420215330226,
0,0,1,0.0,0.0,-2.233481200233833,GO:0051168,M001,1,0,204,27,1961,27994,1.3768485466598674,GO Biological Processes,19,nuclear export,1.889387167411585,580|2810|4869|6430|6830|7157|9775|9972|10250|10482|10541|10762|23049|23212|26097|29072|29118|51362|51496|54888|55341|57154|65083|79023|80145|91746|92335,BARD1|SFN|NPM1|SRSF5|SUPT6H|TP53|EIF4A3|NUP153|SRRM1|NXF1|ANP32B|NUP50|SMG1|RRS1|CHTOP|SETD2|DDX25|CDC40|CTDSPL2|NSUN2|LSG1|SMURF1|NOL6|NUP37|THOC7|YTHDC1|STRADA,-0.9841218447951526,-2.965807069000797,19_GO:0051179 localization,0.2631441541573435,3.4991541810656375,0,52,0,0,-3.677316040257823,13.495420215330226,
0,0,1,0.0,0.0,-2.868146095363456,GO:0046831,M001,1,0,16,4,889,27994,0.4499437570303712,GO Biological Processes,19,regulation of RNA export from nucleus,7.872328458942633,6830|9972|29072|54888,SUPT6H|NUP153|SETD2|NSUN2,-1.022950208219822,-2.868146095363456,19_GO:0051179 localization,0.22446518445181193,4.979737651390253,0,52,0,0,-3.677316040257823,13.495420215330226,
0,0,1,0.0,0.0,-2.799724840163467,GO:2000197,M001,1,0,8,3,889,27994,0.3374578177727784,GO Biological Processes,19,regulation of ribonucleoprotein complex localization,11.808492688413947,6830|29072|54888,SUPT6H|SETD2|NSUN2,-1.0012443961899042,-2.799724840163467,19_GO:0051179 localization,0.194502347294131,5.537205077398123,0,52,0,0,-3.677316040257823,13.495420215330226,
0,0,1,0.0,0.0,-2.6568821614240505,GO:0006405,M001,1,0,144,12,889,27994,1.3498312710911136,GO Biological Processes,19,RNA export from nucleus,2.6241094863142105,6430|6830|9775|9972|10250|10762|23212|26097|29072|54888|55341|91746,SRSF5|SUPT6H|EIF4A3|NUP153|SRRM1|NUP50|RRS1|CHTOP|SETD2|NSUN2|LSG1|YTHDC1,-0.9318032938377002,-2.6568821614240505,19_GO:0051179 localization,0.3870238940207245,3.5386274823693764,0,52,0,0,-3.677316040257823,13.495420215330226,
0,0,1,0.0,0.0,-2.5727351999739194,GO:0032239,M001,1,0,19,4,889,27994,0.4499437570303712,GO Biological Processes,19,regulation of nucleobase-containing compound transport,6.62932922858327,6830|9972|29072|54888,SUPT6H|NUP153|SETD2|NSUN2,-0.8985779085482515,-2.5727351999739194,19_GO:0051179 localization,0.22446518445181193,4.445281811238845,0,52,0,0,-3.677316040257823,13.495420215330226,
0,0,1,0.0,0.0,-2.4890284035796464,GO:0006406,M001,1,0,113,10,889,27994,1.124859392575928,GO Biological Processes,19,mRNA export from nucleus,2.786664941218631,6430|6830|9775|9972|10250|10762|26097|29072|54888|91746,SRSF5|SUPT6H|EIF4A3|NUP153|SRRM1|NUP50|CHTOP|SETD2|NSUN2|YTHDC1,-0.85877659785306,-2.4890284035796464,19_GO:0051179 localization,0.35370548622225156,3.446506174180104,0,52,0,0,-3.677316040257823,13.495420215330226,
0,0,1,0.0,0.0,-2.4890284035796464,GO:0071427,M001,1,0,113,10,889,27994,1.124859392575928,GO Biological Processes,19,mRNA-containing ribonucleoprotein complex export from nucleus,2.786664941218631,6430|6830|9775|9972|10250|10762|26097|29072|54888|91746,SRSF5|SUPT6H|EIF4A3|NUP153|SRRM1|NUP50|CHTOP|SETD2|NSUN2|YTHDC1,-0.85877659785306,-2.4890284035796464,19_GO:0051179 localization,0.35370548622225156,3.446506174180104,0,52,0,0,-3.677316040257823,13.495420215330226,
0,0,1,0.0,0.0,-2.0407567478176487,GO:0006403,M001,1,0,237,27,1961,27994,1.3768485466598674,GO Biological Processes,19,RNA localization,1.6263079415694655,3192|4869|6430|6830|8559|9775|9972|10128|10250|10482|10576|10762|22948|23049|23212|26097|29072|29118|51362|54888|55341|57097|65083|79023|80145|91746|167227,HNRNPU|NPM1|SRSF5|SUPT6H|PRPF18|EIF4A3|NUP153|LRPPRC|SRRM1|NXF1|CCT2|NUP50|CCT5|SMG1|RRS1|CHTOP|SETD2|DDX25|CDC40|NSUN2|LSG1|PARP11|NOL6|NUP37|THOC7|YTHDC1|DCP2,-0.4156292419293319,-2.058593013172056,19_GO:0051179 localization,0.2631441541573435,2.6575242649185333,0,52,0,0,-3.677316040257823,13.495420215330226,
0,0,1,0.0,0.0,-2.026822274586536,GO:0051028,M001,1,0,152,11,889,27994,1.2373453318335208,GO Biological Processes,19,mRNA transport,2.278831922325499,6430|6830|9775|9972|10250|10762|26097|29072|54888|57097|91746,SRSF5|SUPT6H|EIF4A3|NUP153|SRRM1|NUP50|CHTOP|SETD2|NSUN2|PARP11|YTHDC1,-0.6668607377126212,-2.026822274586536,19_GO:0051179 localization,0.3707583656595914,2.863096227920428,0,52,0,0,-3.677316040257823,13.495420215330226,
0,1,1,0.0,-2.5415153907307624,-2.3283696880457616,R-HSA-373760,M011,2,0,119,20,1961,27994,1.0198878123406425,Reactome Gene Sets,6,L1CAM interactions,2.399221799887727,163|1739|1742|1759|3678|3690|3912|3915|5058|5962|6197|6323|6334|6335|6709|6711|8828|9252|24137|112714,AP2B1|DLG1|DLG4|DNM1|ITGA5|ITGB3|LAMB1|LAMC1|PAK1|RDX|RPS6KA3|SCN1A|SCN8A|SCN9A|SPTAN1|SPTBN1|NRP2|RPS6KA5|KIF4A|TUBA3E,-1.3776543846268934,-3.655723672242117,,0.22688792067638658,4.19811194614738,0,53,1,1,-3.655723672242117,2.399221799887727,
0,0,1,0.0,0.0,-3.624446148448206,GO:0006623,M001,1,0,40,7,889,27994,0.7874015748031497,GO Biological Processes,19,protein targeting to vacuole,5.510629921259842,6653|8943|9570|9648|57154|64089|137492,SORL1|AP3D1|GOSR2|GCC2|SMURF1|SNX16|VPS37A,-1.3274182981411404,-3.624446148448206,19_GO:0051179 localization,0.2964358134510985,5.170066252713268,0,54,1,1,-3.624446148448206,5.510629921259842,
0,0,1,0.0,0.0,-2.911658394286906,GO:0072666,M001,1,0,52,7,889,27994,0.7874015748031497,GO Biological Processes,19,establishment of protein localization to vacuole,4.238946093276802,6653|8943|9570|9648|57154|64089|137492,SORL1|AP3D1|GOSR2|GCC2|SMURF1|SNX16|VPS37A,-1.032035824285402,-2.911658394286906,19_GO:0051179 localization,0.2964358134510985,4.23377276041703,0,54,0,0,-3.624446148448206,5.510629921259842,
0,0,1,0.0,0.0,-2.8613365287295487,GO:0072665,M001,1,0,68,8,889,27994,0.8998875140607424,GO Biological Processes,19,protein localization to vacuole,3.7046251571494744,6653|8943|9570|9648|23163|57154|64089|137492,SORL1|AP3D1|GOSR2|GCC2|GGA3|SMURF1|SNX16|VPS37A,-1.0188720624253442,-2.8613365287295487,19_GO:0051179 localization,0.31672351330244014,4.043971345000922,0,54,0,0,-3.624446148448206,5.510629921259842,
0,0,1,0.0,0.0,-2.175394451127774,GO:0006892,M001,1,0,106,9,889,27994,1.0123734533183353,GO Biological Processes,19,post-Golgi vesicle-mediated transport,2.6736209860559885,6653|6711|8548|8943|9570|9648|9919|23163|55763,SORL1|SPTBN1|BLZF1|AP3D1|GOSR2|GCC2|SEC16A|GGA3|EXOC1,-0.7256655192559439,-2.175394451127774,19_GO:0051179 localization,0.33574530581142786,3.126455542395788,0,54,0,0,-3.624446148448206,5.510629921259842,
0,0,1,0.0,0.0,-3.620595004019106,R-HSA-3858494,M001,1,0,146,14,889,27994,1.5748031496062993,Reactome Gene Sets,6,Beta-catenin independent WNT signaling,3.019523244525941,2780|3710|5532|5578|5579|5592|5700|5705|5708|7481|8324|26523|27161|57154,GNAT2|ITPR3|PPP3CB|PRKCA|PRKCB|PRKG1|PSMC1|PSMC5|PSMD2|WNT11|FZD7|AGO1|AGO2|SMURF1,-1.3274182981411404,-3.620595004019106,,0.41755664832017453,4.430769685916439,0,55,1,1,-3.620595004019106,4.143330767864543,
0,0,1,0.0,0.0,-3.12869575571595,R-HSA-4086398,M001,1,0,62,8,889,27994,0.8998875140607424,Reactome Gene Sets,6,Ca2+ pathway,4.063137269131682,2780|3710|5532|5578|5592|7481|26523|27161,GNAT2|ITPR3|PPP3CB|PRKCA|PRKG1|WNT11|AGO1|AGO2,-1.1168943575054953,-3.12869575571595,,0.31672351330244014,4.372825875298528,0,55,0,0,-3.620595004019106,4.143330767864543,
0,0,1,0.0,0.0,-2.961268910481777,GO:0035567,M001,1,0,151,13,889,27994,1.4623172103487063,GO Biological Processes,19,non-canonical Wnt signaling pathway,2.7110005289073964,1601|2719|2780|5532|5700|5705|5708|7481|8324|26523|27161|57154|57674,DAB2|GPC3|GNAT2|PPP3CB|PSMC1|PSMC5|PSMD2|WNT11|FZD7|AGO1|AGO2|SMURF1|RNF213,-1.0507119864314105,-2.961268910481777,19_GO:0023052 signaling,0.4025975130237401,3.8179611114427088,0,55,0,0,-3.620595004019106,4.143330767864543,
1,0,1,-2.266704270104157,0.0,-2.3006034933788175,R-HSA-195721,M101,2,0,332,20,889,27994,2.249718785151856,Reactome Gene Sets,6,Signaling by WNT,1.8969466166126825,864|2780|3012|3710|5519|5532|5578|5579|5592|5700|5705|5708|7481|8324|8342|8945|26523|27161|57154|64321,RUNX3|GNAT2|H2AC8|ITPR3|PPP2R1B|PPP3CB|PRKCA|PRKCB|PRKG1|PSMC1|PSMC5|PSMD2|WNT11|FZD7|H2BC14|BTRC|AGO1|AGO2|SMURF1|SOX17,-0.7874954559302173,-2.3006034933788175,,0.4973615921255082,2.9774518438907456,0,55,0,0,-3.620595004019106,4.143330767864543,
0,0,1,0.0,0.0,-2.172282621716097,GO:0007223,M001,1,0,38,5,889,27994,0.562429696287964,GO Biological Processes,19,"Wnt signaling pathway, calcium modulating pathway",4.143330767864543,2780|5532|7481|26523|27161,GNAT2|PPP3CB|WNT11|AGO1|AGO2,-0.724104202114851,-2.172282621716097,19_GO:0023052 signaling,0.2508178802888402,3.5115209413267285,0,55,0,0,-3.620595004019106,4.143330767864543,
0,0,1,0.0,0.0,-2.0485576581055933,R-HSA-4086400,M001,1,0,92,8,889,27994,0.8998875140607424,Reactome Gene Sets,6,PCP/CE pathway,2.738201203110481,5578|5579|5700|5705|5708|7481|8324|57154,PRKCA|PRKCB|PSMC1|PSMC5|PSMD2|WNT11|FZD7|SMURF1,-0.6743435699421148,-2.0485576581055933,,0.31672351330244014,3.024316155567163,0,55,0,0,-3.620595004019106,4.143330767864543,
0,1,0,0.0,-3.606483035140424,0.0,R-HSA-1169092,M010,1,0,5,3,829,27994,0.3618817852834741,Reactome Gene Sets,6,Activation of RAS in B cells,20.261037394451147,3845|10125|25780,KRAS|RASGRP1|RASGRP3,-1.3264412799218064,-3.606483035140424,,0.20855415909549324,7.524334915372414,0,56,1,1,-3.606483035140424,20.261037394451147,
0,0,1,0.0,0.0,-3.599542327111802,GO:0071826,M001,1,0,299,22,889,27994,2.4746906636670416,GO Biological Processes,19,ribonucleoprotein complex subunit organization,2.3169394795550224,1659|1778|1939|3831|5822|6430|6636|9416|11171|22907|23212|26523|27161|27339|51065|51081|51657|57461|83939|91695|91746|92399,DHX8|DYNC1H1|EIF2D|KLC1|PWP2|SRSF5|SNRPF|DDX23|STRAP|DHX30|RRS1|AGO1|AGO2|PRPF19|RPS27L|MRPS7|STYXL1|ISY1|EIF2A|RRP7BP|YTHDC1|MRRF,-1.3264412799218064,-3.599542327111802,19_GO:0071840 cellular component organization or biogenesis,0.5210366197799366,4.146213137876377,0,57,1,1,-3.599542327111802,5.997964540146768,
0,0,1,0.0,0.0,-2.6893606943188666,GO:0022618,M001,1,0,285,19,889,27994,2.137232845894263,GO Biological Processes,19,ribonucleoprotein complex assembly,2.0992875890513685,1778|1939|5822|6430|6636|9416|11171|22907|23212|26523|27161|27339|51065|51081|51657|57461|83939|91695|91746,DYNC1H1|EIF2D|PWP2|SRSF5|SNRPF|DDX23|STRAP|DHX30|RRS1|AGO1|AGO2|PRPF19|RPS27L|MRPS7|STYXL1|ISY1|EIF2A|RRP7BP|YTHDC1,-0.9505605681721497,-2.6893606943188666,19_GO:0071840 cellular component organization or biogenesis,0.485046958115286,3.3781134071330525,0,57,0,0,-3.599542327111802,5.997964540146768,
0,0,1,0.0,0.0,-2.4059250861588177,GO:0000028,M001,1,0,21,4,889,27994,0.4499437570303712,GO Biological Processes,19,ribosomal small subunit assembly,5.997964540146768,5822|51065|51081|91695,PWP2|RPS27L|MRPS7|RRP7BP,-0.82763008870487,-2.4059250861588177,19_GO:0071840 cellular component organization or biogenesis,0.22446518445181193,4.149389388812639,0,57,0,0,-3.599542327111802,5.997964540146768,
0,0,1,0.0,0.0,-2.276256106527853,GO:0042255,M001,1,0,67,7,889,27994,0.7874015748031497,GO Biological Processes,19,ribosome assembly,3.289928311199906,5822|22907|23212|51065|51081|83939|91695,PWP2|DHX30|RRS1|RPS27L|MRPS7|EIF2A|RRP7BP,-0.7745239805217056,-2.276256106527853,19_GO:0071840 cellular component organization or biogenesis,0.2964358134510985,3.3985842627150245,0,57,0,0,-3.599542327111802,5.997964540146768,
0,0,1,0.0,0.0,-3.5792747441209567,GO:0034655,M001,1,0,674,39,889,27994,4.386951631046119,GO Biological Processes,19,nucleobase-containing compound catabolic process,1.8220819578561582,317|1655|1854|1869|2521|3184|3939|4507|4670|5142|5144|5230|5578|5700|5705|5708|6832|6996|7431|9775|9972|10762|11182|22803|23098|23367|26523|27161|27443|51251|51341|51594|54888|55181|55603|80349|166863|169966|196513,APAF1|DDX5|DUT|E2F1|FUS|HNRNPD|LDHA|MTAP|HNRNPM|PDE4B|PDE4D|PGK1|PRKCA|PSMC1|PSMC5|PSMD2|SUPV3L1|TDG|VIM|EIF4A3|NUP153|NUP50|SLC2A6|XRN2|SARM1|LARP1|AGO1|AGO2|CECR2|NT5C3A|ZBTB7A|NBAS|NSUN2|SMG8|TENT5A|WDR61|RBM46|TENT5D|DCP1B,-1.3264412799218064,-3.5792747441209567,19_GO:0008152 metabolic process,0.6868930542991407,3.9125113859127993,0,58,1,1,-3.5792747441209567,4.343353632520073,
0,0,1,0.0,0.0,-3.53725813154519,GO:1902369,M001,1,0,68,9,889,27994,1.0123734533183353,GO Biological Processes,19,negative regulation of RNA catabolic process,4.167703301793159,1869|2521|3184|23367|51594|54888|55603|166863|169966,E2F1|FUS|HNRNPD|LARP1|NBAS|NSUN2|TENT5A|RBM46|TENT5D,-1.3015926924830534,-3.53725813154519,19_GO:0048519 negative regulation of biological process,0.33574530581142786,4.7363684938202235,0,58,0,0,-3.5792747441209567,4.343353632520073,
0,0,1,0.0,0.0,-3.5272892979322834,GO:1903311,M001,1,0,344,24,889,27994,2.699662542182227,GO Biological Processes,19,regulation of mRNA metabolic process,2.1969288722630598,984|1655|1869|2521|3184|4670|5578|5700|5705|5708|6430|6830|7072|7431|9589|23367|27161|27339|51341|51594|55603|91746|166863|169966,CDK11B|DDX5|E2F1|FUS|HNRNPD|HNRNPM|PRKCA|PSMC1|PSMC5|PSMD2|SRSF5|SUPT6H|TIA1|VIM|WTAP|LARP1|AGO2|PRPF19|ZBTB7A|NBAS|TENT5A|YTHDC1|RBM46|TENT5D,-1.295572762415848,-3.5272892979322834,19_GO:0050789 regulation of biological process,0.5435769507953327,4.04530147984124,0,58,0,0,-3.5792747441209567,4.343353632520073,
0,0,1,0.0,0.0,-3.4722982923686487,GO:1901361,M001,1,0,777,43,889,27994,4.83689538807649,GO Biological Processes,19,organic cyclic compound catabolic process,1.7426518596372365,317|1581|1588|1655|1854|1869|2521|3184|3939|4507|4670|5142|5144|5230|5578|5700|5705|5708|6832|6996|7431|9775|9972|10762|11182|22803|23098|23367|26523|27161|27443|51251|51302|51341|51594|54888|55181|55603|80349|166863|169966|196513|100289017,APAF1|CYP7A1|CYP19A1|DDX5|DUT|E2F1|FUS|HNRNPD|LDHA|MTAP|HNRNPM|PDE4B|PDE4D|PGK1|PRKCA|PSMC1|PSMC5|PSMD2|SUPV3L1|TDG|VIM|EIF4A3|NUP153|NUP50|SLC2A6|XRN2|SARM1|LARP1|AGO1|AGO2|CECR2|NT5C3A|CYP39A1|ZBTB7A|NBAS|NSUN2|SMG8|TENT5A|WDR61|RBM46|TENT5D|DCP1B|MOXD2P,-1.2700945401255983,-3.4722982923686487,19_GO:0008152 metabolic process,0.7195595936320435,3.8021264147929332,0,58,0,0,-3.5792747441209567,4.343353632520073,
0,0,1,0.0,0.0,-3.3268389680663706,GO:0043489,M001,1,0,58,8,889,27994,0.8998875140607424,GO Biological Processes,19,RNA stabilization,4.343353632520073,1869|2521|3184|23367|54888|55603|166863|169966,E2F1|FUS|HNRNPD|LARP1|NSUN2|TENT5A|RBM46|TENT5D,-1.2186299218337806,-3.3268389680663706,19_GO:0048519 negative regulation of biological process,0.31672351330244014,4.615992533336367,0,58,0,0,-3.5792747441209567,4.343353632520073,
0,0,1,0.0,0.0,-3.3268389680663706,GO:1902373,M001,1,0,58,8,889,27994,0.8998875140607424,GO Biological Processes,19,negative regulation of mRNA catabolic process,4.343353632520073,1869|2521|3184|23367|51594|55603|166863|169966,E2F1|FUS|HNRNPD|LARP1|NBAS|TENT5A|RBM46|TENT5D,-1.2186299218337806,-3.3268389680663706,19_GO:0048519 negative regulation of biological process,0.31672351330244014,4.615992533336367,0,58,0,0,-3.5792747441209567,4.343353632520073,
0,0,1,0.0,0.0,-3.0755490765276545,GO:0019439,M001,1,0,740,75,1961,27994,3.8245792962774097,GO Biological Processes,19,aromatic compound catabolic process,1.4468280110809433,317|1655|1854|1869|2521|3146|3176|3184|3192|3479|3939|4507|4670|4869|5053|5142|5144|5207|5230|5232|5444|5578|5700|5705|5708|6125|6143|6160|6227|6832|6996|6999|7157|7431|8087|8148|8559|8942|9475|9652|9775|9972|10128|10762|11182|22803|23034|23049|23098|23318|23367|26523|27161|27443|51251|51341|51594|53343|54464|54888|55181|55603|57721|79023|79072|80349|144193|166863|167227|169966|196513|283927|387712|406882|100289017,APAF1|DDX5|DUT|E2F1|FUS|HMGB1|HNMT|HNRNPD|HNRNPU|IGF1|LDHA|MTAP|HNRNPM|NPM1|PAH|PDE4B|PDE4D|PFKFB1|PGK1|PGK2|PON1|PRKCA|PSMC1|PSMC5|PSMD2|RPL5|RPL19|RPL31|RPS21|SUPV3L1|TDG|TDO2|TP53|VIM|FXR1|TAF15|PRPF18|KYNU|ROCK2|TTC37|EIF4A3|NUP153|LRPPRC|NUP50|SLC2A6|XRN2|SAMD4A|SMG1|SARM1|TUT4|LARP1|AGO1|AGO2|CECR2|NT5C3A|ZBTB7A|NBAS|NUDT9|XRN1|NSUN2|SMG8|TENT5A|METTL14|NUP37|FASTKD3|WDR61|AMDHD1|RBM46|DCP2|TENT5D|DCP1B|NUDT7|ENO4|MIRLET7A2|MOXD2P,-1.0445268931687806,-3.0769148221610125,19_GO:0008152 metabolic process,0.433096910197657,3.3809794763318344,0,58,0,0,-3.5792747441209567,4.343353632520073,
0,0,1,0.0,0.0,-2.9625601261482952,GO:0048255,M001,1,0,51,7,889,27994,0.7874015748031497,GO Biological Processes,19,mRNA stabilization,4.322062683341053,1869|2521|3184|23367|55603|166863|169966,E2F1|FUS|HNRNPD|LARP1|TENT5A|RBM46|TENT5D,-1.0507119864314105,-2.9625601261482952,19_GO:0048519 negative regulation of biological process,0.2964358134510985,4.300384543401536,0,58,0,0,-3.5792747441209567,4.343353632520073,
0,0,1,0.0,0.0,-2.9527766722281164,GO:0046700,M001,1,0,727,39,889,27994,4.386951631046119,GO Biological Processes,19,heterocycle catabolic process,1.6892479224141,317|1655|1854|1869|2521|3184|3939|4507|4670|5142|5144|5230|5578|5700|5705|5708|6832|6996|7431|9775|9972|10762|11182|22803|23098|23367|26523|27161|27443|51251|51341|51594|54888|55181|55603|80349|166863|169966|196513,APAF1|DDX5|DUT|E2F1|FUS|HNRNPD|LDHA|MTAP|HNRNPM|PDE4B|PDE4D|PGK1|PRKCA|PSMC1|PSMC5|PSMD2|SUPV3L1|TDG|VIM|EIF4A3|NUP153|NUP50|SLC2A6|XRN2|SARM1|LARP1|AGO1|AGO2|CECR2|NT5C3A|ZBTB7A|NBAS|NSUN2|SMG8|TENT5A|WDR61|RBM46|TENT5D|DCP1B,-1.0481396955240851,-2.9527766722281164,19_GO:0008152 metabolic process,0.6868930542991407,3.4101610430491336,0,58,0,0,-3.5792747441209567,4.343353632520073,
0,0,1,0.0,0.0,-2.9419036762176063,GO:0044270,M001,1,0,728,39,889,27994,4.386951631046119,GO Biological Processes,19,cellular nitrogen compound catabolic process,1.6869275269162782,317|1655|1854|1869|2521|3184|3939|4507|4670|5142|5144|5230|5578|5700|5705|5708|6832|6996|7431|9775|9972|10762|11182|22803|23098|23367|26523|27161|27443|51251|51341|51594|54888|55181|55603|80349|166863|169966|196513,APAF1|DDX5|DUT|E2F1|FUS|HNRNPD|LDHA|MTAP|HNRNPM|PDE4B|PDE4D|PGK1|PRKCA|PSMC1|PSMC5|PSMD2|SUPV3L1|TDG|VIM|EIF4A3|NUP153|NUP50|SLC2A6|XRN2|SARM1|LARP1|AGO1|AGO2|CECR2|NT5C3A|ZBTB7A|NBAS|NSUN2|SMG8|TENT5A|WDR61|RBM46|TENT5D|DCP1B,-1.0441866524533179,-2.9419036762176063,19_GO:0008152 metabolic process,0.6868930542991407,3.4010795592329695,0,58,0,0,-3.5792747441209567,4.343353632520073,
